Drug_wlkffqozug : (Drug_ueahriohcd,Eff_gaftvdwbrs) 
Drug_cjwusmidvk : (Drug_dyjhsbatke,Eff_xkfmfmjelh) 
Drug_dhzafckitk : (Drug_gartlmbiha,Eff_xspplkqlcj) ; (Drug_tgkenqrgma,Eff_dgtejzlevy) 
Drug_exyvdeiaxr : (Drug_fkcekvxknz,Eff_hlnzamzwsu) ; (Drug_tqictxqbku,Eff_zuhvvocwgz) 
Drug_kusljfhmal : (Drug_vohnxhmjxe,Eff_eclvujxneo) ; (Drug_dkewlyupnm,Eff_wsjneirfwr) 
Drug_mdezcjltim : (Drug_wgjjejnlhn,Eff_ifcxgqrnzn) 
Drug_uzhlbhtfym : (Drug_ukhnmajinv,Eff_qbljegfsut) ; (Drug_qrljzkpnra,Eff_rmcesbmzgy) 
Drug_tokdmhviwy : (Drug_etrcyutmju,Eff_qastzutcnb) 
Drug_ullusmqjgh : (Drug_swnslalemx,Eff_sckdgdlfar) 
Drug_zoxhwnilul : (Drug_mgnzrlmitv,Eff_qjfvowpkqg) ; (Drug_gfiwfkhxqe,Eff_eyslqkcdrk) 
Drug_socvdymptm : (Drug_nifshwlfre,Eff_xrxcxwpbxs) 
Drug_hxhtlgeyen : (Drug_qkwmrqnmvm,Eff_khwoeizinq) 
Drug_rrwyefddcm : (Drug_fpadxrnrok,Eff_vcqhmodwsq) ; (Drug_rtustslcpc,Eff_bdfimayrsg) 
Drug_cbsnobwzdk : (Drug_fknhxfygcr,Eff_tmqpkqtbzi) 
Drug_jeyshbzpwa : (Drug_mvmvedktab,Eff_pdbgbjrmut) 
Drug_lxpdkhhwuf : (Drug_twfuifiyrr,Eff_snvvkvbkvn) 
Drug_pmtlxhmsfv : (Drug_umwckbjhid,Eff_rplubyerhi) 
Drug_liadwektnm : (Drug_geshbrupfd,Eff_prnxwrhadd) 
Drug_wlmzmmamyj : (Drug_zpuijsgoat,Eff_dpmjmdwqyj) 
Drug_epamgzmapa : (Drug_wrthnllyzo,Eff_gsnojlimmv) 
Drug_unluyspsgi : (Drug_ujztgliyvr,Eff_ygezegnpam) 
Drug_jylthmirin : (Drug_zobwtnwkvh,Eff_pzdqsmvlbe) 
Drug_pqkternxap : (Drug_vknktgugfq,Eff_umjmjvdluy) 
Drug_xjiftkokqi : (Drug_hyjebeexla,Eff_igzralfoap) 
Drug_gjjdyjocbh : (Drug_wqcmbsrrxe,Eff_ixhpczrljt) 
Drug_lquvzrfzoq : (Drug_yfsmnzjypf,Eff_sgkppjcyjm) 
Drug_uesprfmmrp : (Drug_gigzkxjlpv,Eff_gnrgarvnhf) ; (Drug_bzzciznxnh,Eff_dvixwrtfnl) 
Drug_kikmhndhgs : (Drug_luytfqvyka,Eff_gncqkkrogz) 
Drug_biokbfbywx : (Drug_gnntpshxkd,Eff_dqcbmurjbw) 
Drug_gmalurjbjz : (Drug_klhhahngaw,Eff_fhrwqqjhyp) 
Drug_ixrtpexkcg : (Drug_fycnwhkmvd,Eff_pgxptfhnru) 
Drug_ruldtfafqd : (Drug_kljlnuyavq,Eff_uqvequliwy) 
Drug_axlswpwqkh : (Drug_izhvggpwnh,Eff_foqahpkvux) 
Drug_vccezsmfjl : (Drug_fbowjkzpma,Eff_gajzwkxrls) 
Drug_jdqpnecwxl : (Drug_tsvwacxqqx,Eff_qbgssrsika) ; (Drug_wcnnxwmtcd,Eff_xsftvjykfs) 
Drug_olquqcfzpq : (Drug_qyltatbcfp,Eff_bpxuxzsmnu) 
Drug_rzngugozgs : (Drug_kxuzofjdtj,Eff_rlfihiiimh) 
Drug_rvtwgteeof : (Drug_bqqegyuokb,Eff_tgybxapmbv) 
Drug_iugawlsjxt : (Drug_abkhkjzrnx,Eff_wubxcjdnhk) 
Drug_lchwglzccl : (Drug_doayzfuoqk,Eff_scmffpvmtb) 
Drug_nshcbchtex : (Drug_anqzblexrp,Eff_ydufzbrnok) 
Drug_eiendvuhqh : (Drug_qdvpficcpx,Eff_rfcangewkd) 
Drug_dhmgymvdbp : (Drug_amtexkylor,Eff_gfbzwttwur) 
Drug_lhsnktbikw : (Drug_mlwcidsaiy,Eff_qycssdjqik) 
Drug_hqkosczpfz : (Drug_nagaytpxts,Eff_mcbwkhxijq) 
Drug_vfctbftlgi : (Drug_jojknzrmce,Eff_nmwtxkzvic) 
Drug_nbfpwnxige : (Drug_msycdadzgc,Eff_vfhqicivhr) 
Drug_pazpgneqsj : (Drug_zuhtkzaenq,Eff_vtwkqilcdy) 
Drug_rqqiutbutw : (Drug_mtclyffhxx,Eff_labohsxlrz) 
Drug_wrnaqkwxwd : (Drug_zbdwjqdylj,Eff_trgdeapacj) 
Drug_hpbyklhtyl : (Drug_zhajypuwxz,Eff_xqiatnzlbo) ; (Drug_maeldyptmt,Eff_kekmxyfhmw) 
Drug_vdiojxsjok : (Drug_snqdomitdy,Eff_nmhncbrjlt) 
Drug_vzpkrbvavk : (Drug_mcwhgqhkxy,Eff_ypymjgkclm) 
Drug_dvadzaqcyv : (Drug_ofyedjhzun,Eff_dhlnetahlk) 
Drug_umgjizemhh : (Drug_xmzxblfvxp,Eff_xjyrwgjghn) 
Drug_mjbjjuosrf : (Drug_tmbaiahvip,Eff_dkhzzwljqb) 
Drug_esyknvidle : (Drug_uahmgsccgh,Eff_pgzqnngsru) 
Drug_qboberivre : (Drug_jgzpgielvx,Eff_yfrqmanhrm) 
Drug_ipefwtwzlh : (Drug_oyvqvzrjos,Eff_rrpovxwipq) 
Drug_rnqwnfadxn : (Drug_mcxruplrdw,Eff_ppozfntgwh) ; (Drug_fncclmuosy,Eff_ddperuukmc) 
Drug_voxacmlarq : (Drug_fmfxmtmfzb,Eff_tykuwahnfq) 
Drug_xqfkgbxmfl : (Drug_cgqknujria,Eff_ucafhdqljx) 
Drug_psgacpxuvr : (Drug_kvqvuysakg,Eff_jngxbxqawb) 
Drug_zpurvqkzjg : (Drug_tqhldtlxyw,Eff_bdfwvkcvhd) 
Drug_dmrryhhfhn : (Drug_mcxhpvfmgc,Eff_mzfoxfojsk) 
Drug_aiiquioqmc : (Drug_ztjqbhhphl,Eff_kdyckibtss) 
Drug_brpbkadosd : (Drug_lxtvpwfisb,Eff_tkjpfeevky) ; (Drug_anomxjsdro,Eff_rgbqtsbeul) 
Drug_ugrtzecjus : (Drug_icbdnakurg,Eff_dxjgnekppm) 
Drug_ifjqunjfcn : (Drug_jkmzyuaivj,Eff_twdhkdutpi) 
Drug_wrjxistezi : (Drug_asgpfccizf,Eff_deaipqtlum) 
Drug_ltlagtzhck : (Drug_ntekgvkdfy,Eff_kyvhuywpzg) 
Drug_lhytklymlt : (Drug_rngspcruuz,Eff_pqljuamgtt) 
Drug_nagaytpxts : (Drug_hqkosczpfz,Eff_mcbwkhxijq) 
Drug_jhwzrljxdz : (Drug_spzlxugwli,Eff_nbsoxeigak) 
Drug_cgxjiijeub : (Drug_lyqthrrvxc,Eff_jtctgyuwvx) 
Drug_affckpmnbj : (Drug_raterorbbt,Eff_zeywdlhkvx) 
Drug_xubzkercdx : (Drug_njcvhvriqn,Eff_hmfxcyjkqo) 
Drug_fixrrlvtkz : (Drug_bawtxzbnoc,Eff_dcckhrmsel) 
Drug_vqobptddbn : (Drug_ffhruswanf,Eff_gxadqkjuei) 
Drug_azpryxanhb : (Drug_xpbnrdbfyy,Eff_pxemhkfibk) 
Drug_bcniglymki : (Drug_wykagaulmf,Eff_gpxidraqgs) 
Drug_pjewbfqxsl : (Drug_qggoxwqlze,Eff_fujvxjodtl) 
Drug_nruhiritku : (Drug_jaszkpmyby,Eff_bgrhtsvkdw) 
Drug_rumrzismsi : (Drug_vccvcjpjqd,Eff_ouwssnqlpu) ; (Drug_uhmesbqfyu,Eff_qogikocdfn) 
Drug_mbvqwoyykw : (Drug_bqbpqqaxmd,Eff_hdssxnwtuq) 
Drug_vkxfggwcjr : (Drug_ndvavdmflk,Eff_lllkzgpfjq) 
Drug_gkseaghyxs : (Drug_jerjjlheuv,Eff_iclheexawu) 
Drug_egsckxydrx : (Drug_xqcjopmztb,Eff_njhlfpvbuq) 
Drug_lrscfnxcog : (Drug_jzuerzfztq,Eff_rimolzzixg) 
Drug_oqsmdmxwub : (Drug_ptpdmmacdr,Eff_cxlaeekotm) 
Drug_geaeedpzyp : (Drug_mnxnbmxguu,Eff_yvsakrdrhb) 
Drug_ymdsbjbjyk : (Drug_ryapwwhcvx,Eff_zykiroobhp) 
Drug_otsimaexof : (Drug_bbycdruhgm,Eff_cxoxbbvsiy) 
Drug_qcmubfudmn : (Drug_nfknueahht,Eff_jpjvipoxdf) 
Drug_raldjftiwx : (Drug_xbjvtchxxr,Eff_nqhpiouwym) 
Drug_raterorbbt : (Drug_affckpmnbj,Eff_zeywdlhkvx) 
Drug_ledcczvzuq : (Drug_xtxdxkyozt,Eff_tnlbnknqiq) ; (Drug_kzlttbfihz,Eff_vjixnamivn) 
Drug_bmtxjemkzr : (Drug_wetuiqqabl,Eff_wxfkrvdjgl) 
Drug_nkpypcnofc : (Drug_mucwmrvfuy,Eff_mhdwycyfwi) 
Drug_elpwkktblq : (Drug_deskibhcdl,Eff_vtbmasxrtw) 
Drug_cxlvbrcgei : (Drug_meguayzptx,Eff_gqtbaiiogb) 
Drug_egykasrjrn : (Drug_yajqvdsxhf,Eff_rhuonjhypi) 
Drug_azoquuzemg : (Drug_cehryzlcuu,Eff_dzsnbqfscb) 
Drug_xtexnqvrwy : (Drug_ngxzukwefs,Eff_sqdfefsxoz) 
Drug_wfdidhispn : (Drug_yqdibxvwih,Eff_cntyrshtkc) 
Drug_snssstbpji : (Drug_szixippwdz,Eff_ahozdfjaka) 
Drug_epspiandrf : (Drug_kucwknqdfy,Eff_ljceeanmry) 
Drug_sntjljizkb : (Drug_cgehclyado,Eff_damctyosfq) 
Drug_mkkymehzyq : (Drug_ikxfbtdvlq,Eff_vmkthbmhal) 
Drug_ugqzkbyrrr : (Drug_rxqdjdgkva,Eff_kbbhexfirm) 
Drug_unozanrvip : (Drug_nvrfkegwrv,Eff_azfziwocie) 
Drug_otuxkhlkwr : (Drug_fenxlpbkxx,Eff_nrbtuonwbm) 
Drug_xizqctaeno : (Drug_qsenibgcnx,Eff_lqipoobnpu) 
Drug_soqaxxchmz : (Drug_lrwzhqlell,Eff_yqxutpwhem) 
Drug_viirutzjtu : (Drug_akeudhedee,Eff_svrwggqgjp) 
Drug_qzlphbppnh : (Drug_fxiwzhcdwa,Eff_fmkgpyhadk) 
Drug_fuhgbejmak : (Drug_nmupgcvgwa,Eff_dvbfxqtbmp) 
Drug_gkfaxbauha : (Drug_thmiziurzb,Eff_wrnihvhhfb) 
Drug_ncfyqzgpwt : (Drug_safigykarn,Eff_bcxgjfoekq) 
Drug_ylvgbtpqpd : (Drug_hnxaquyiwn,Eff_lpldrhcqti) ; (Drug_dgcpadlxhe,Eff_hnobdbqlyt) 
Drug_vwtuyjqajh : (Drug_idndfaslif,Eff_mdifsxkuak) 
Drug_lbefzkdiai : (Drug_imhlqfgkgu,Eff_oahkajibxy) 
Drug_velzybkfna : (Drug_bevottsooe,Eff_sjhspnkggv) 
Drug_xrmxsadjcd : (Drug_vfogpwhwwq,Eff_czvwhzgjto) 
Drug_rimojbqlep : (Drug_okkknfheaz,Eff_imqbdfkntz) 
Drug_sqxwqrddob : (Drug_ngbuplhetr,Eff_yrpsynhixt) 
Drug_kzihjseggu : (Drug_khxgmnfomp,Eff_gmyjxvdkdl) 
Drug_dbfkdssgde : (Drug_agghsfpdyt,Eff_cdyqplwgpq) 
Drug_tmezizxwwk : (Drug_rnvtpschss,Eff_qwncwqgnvp) 
Drug_smkokzgyzm : (Drug_twadgswczk,Eff_rpiugtpkeq) 
Drug_iqyvqizjcc : (Drug_ubowrtxolx,Eff_uuqfuuyhtv) 
Drug_twhakcmmpo : (Drug_yheutodaje,Eff_sjfifmydva) 
Drug_qmiemluflf : (Drug_dmyzbhwikj,Eff_orqkzbpbww) 
Drug_cmhovzbgxi : (Drug_gackvoksky,Eff_terlottgmd) 
Drug_ismafrrlwd : (Drug_uowpsuqmoc,Eff_uxcpjmttcq) ; (Drug_sgaqwyzwsu,Eff_uiqoqhoduf) 
Drug_tcfweenqql : (Drug_rztnsonafm,Eff_fmcsqsalqy) 
Drug_qiqrvgemfs : (Drug_urryavawdy,Eff_wmtryqokmk) 
Drug_fovoamfjwy : (Drug_lksfpqfdaj,Eff_wfrnijlwxd) 
Drug_fwxwizsler : (Drug_dufrzmjwgk,Eff_hupdttokub) 
Drug_khuqdmqrni : (Drug_rbtgkihdiu,Eff_sovyztqhtq) 
Drug_cieorpskfp : (Drug_ryqjhdxqav,Eff_ioovfaxkfc) 
Drug_jsgcgsqwcy : (Drug_hubgebkxdl,Eff_hptcsemyvk) 
Drug_fwasulpesq : (Drug_yzqnqwadcs,Eff_koqaqyvvke) 
Drug_kocpgbwuij : (Drug_wwxfkhjdhf,Eff_fteimgimog) 
Drug_alamdzldsd : (Drug_dcilmgrgft,Eff_iumeyggkfc) 
Drug_qeyhqugony : (Drug_gyvjccsyet,Eff_wajrtxujqg) 
Drug_kejkrcchfu : (Drug_ljcqjzylia,Eff_ctkgadwllt) 
Drug_eimavyfhln : (Drug_oxibcjvljd,Eff_lgyphqnrrg) ; (Drug_igclowoqlj,Eff_nleogwdwec) 
Drug_dhaeoqeftj : (Drug_rdgmpabyfn,Eff_qxddwlqvlr) 
Drug_xtxyiawzju : (Drug_qxacsorlhn,Eff_tohcoahstt) 
Drug_djyhcckbhh : (Drug_pgamgmullh,Eff_ycinsaygbt) 
Drug_ynmffzhsut : (Drug_fhfnoktzah,Eff_jamphfrnmf) 
Drug_lpowfpugbf : (Drug_owhnbijmaw,Eff_ihxiehnuej) 
Drug_oecmvdyxku : (Drug_jgzpgielvx,Eff_yqxpetllde) 
Drug_vjjfbwgqih : (Drug_zboqgtjlbu,Eff_gjulleqvhn) 
Drug_awhuxedjyb : (Drug_snnhyjjmnl,Eff_tdgpxhbgbh) 
Drug_uwyymnsgkr : (Drug_sutiqjdbsf,Eff_crftgutoyg) 
Drug_gezcsruldh : (Drug_eaudbksoyx,Eff_resqfpbdhc) 
Drug_arbpnkvras : (Drug_phqhkggwhd,Eff_lhuemkkiic) 
Drug_xuhqtjyhjt : (Drug_wsjwnvoclz,Eff_zfoilopjyl) 
Drug_kumtfbyhbc : (Drug_nnkrlrbgne,Eff_ybdhurvdsn) 
Drug_nnhzzvqdxu : (Drug_aarpcwvint,Eff_ncdsjmnhpt) 
Drug_zjyvuigbzv : (Drug_dtftbjwjra,Eff_dtosyvcnsd) 
Drug_tzlgzvejpa : (Drug_saoemihxnl,Eff_bvmldpjwjd) 
Drug_fzdzfpofbk : (Drug_jlpdhapnxx,Eff_tbzzyiwosj) 
Drug_hvgbfcjwiw : (Drug_lqshqygvgf,Eff_qjmtmpmetz) 
Drug_gbefzqafsi : (Drug_sgjnlxwzrh,Eff_eleuojkmch) 
Drug_agvnafrfoz : (Drug_xxaqywladm,Eff_fdyoixvfuf) 
Drug_ljbrowdubo : (Drug_yozpwzbcfs,Eff_jhaekkdnlu) 
Drug_ivlcifcbhk : (Drug_ryoignawjo,Eff_vytjkvjuuf) ; (Drug_dgxpovlzqe,Eff_psbzhogbyr) ; (Drug_zabairyiyr,Eff_hazgcgbmqv) 
Drug_krjtkhnpta : (Drug_kiqxohbhkd,Eff_eqlcrgyptb) 
Drug_efihuvltzy : (Drug_mkqyazkztx,Eff_hvgyvhgnji) 
Drug_ddfjbjcbde : (Drug_pdfrvtadxl,Eff_qyqdbqntnm) 
Drug_nbamacsmbw : (Drug_fndbpjenxw,Eff_mpslzomzjh) ; (Drug_maftrruodl,Eff_hwmviyouga) 
adultcold : (Drug_tbishowvkz,Eff_nvzwgmxccg) ; (Drug_irjehqswqz,Eff_kxowvygcym) 
Drug_mpgozemtyj : (Drug_jhrriubxlu,Eff_spfrutnccd) 
Drug_gvidqvzszh : (Drug_vlbnsontrl,Eff_zlwyiuryho) 
Drug_bxkefmsswi : (Drug_mdqtxrpsep,Eff_aqdfrnvjjt) 
Drug_vxaihfjfva : (Drug_gixfmawzru,Eff_vlnhdwjipl) ; (Drug_ulbbbiznhc,Eff_gklcsajlpx) 
Drug_zojzsoaznn : (Drug_cbsrbpcoqb,Eff_bsjlbtiukq) 
Drug_dlekqryovv : (Drug_nywfvsvajq,Eff_oeowywnrrl) 
Drug_qgnqjabpen : (Drug_yuntylqqhp,Eff_jinrmyosnt) 
Drug_qpuscduhgo : (Drug_bwnkjghncs,Eff_bxdvnbxxeg) 
Drug_gezwxybpsl : (Drug_eiwxyvlbpl,Eff_ylptjpbifi) 
Drug_bmmypmugmp : (Drug_ssrswetnos,Eff_oxmwfljooo) 
Drug_nokauusyua : (Drug_vfxalnkkcv,Eff_xkqvvhprwa) 
Drug_jujocyujue : (Drug_qwswkhcjmq,Eff_qtmdlzrnyf) 
Drug_fkvsdgbuwm : (Drug_geahlbhmde,Eff_izdbrqcngl) 
Drug_gwmxvhmvdb : (Drug_dcuaujtgbh,Eff_kdxpjeltjj) 
Drug_allgszsywo : (Drug_cofyotanhl,Eff_hsffwlteeq) 
Drug_narpezxjna : (Drug_ghzqjzyqay,Eff_fapbnszohg) 
Drug_tdcoxhduty : (Drug_bzdiqyfmno,Eff_ttatofysuq) 
Drug_seyeglzbrw : (Drug_klgqszqeqk,Eff_hfecypplte) 
Drug_elxieyxgxs : (Drug_uhzquxropb,Eff_ftvuyuaejs) 
Drug_xgtthgcsay : (Drug_evdamdsfvj,Eff_exfccktagj) ; (Drug_chrvjudwey,Eff_duvjvwxsyf) ; (Drug_thcrhjslij,Eff_sqmkwkorug) 
Drug_dswjisnsmy : (Drug_bqdeflgijx,Eff_azbrydtrbc) 
Drug_wzfbuxkvxf : (Drug_eljybuqmlo,Eff_bfadiuoklk) 
Drug_ayzprepxss : (Drug_wdptauckvz,Eff_mjsvycflvo) 
Drug_qkzbkjpooo : (Drug_nehrpcrnyn,Eff_nhnsypslbp) 
Drug_mofibffent : (Drug_ycqjqwywni,Eff_tvjpxiifsq) 
Drug_pzfkznrfcr : (Drug_qgqgtcecnl,Eff_cnhtpyzuuo) ; (Drug_irczjfkpvt,Eff_ixyrrlhctf) 
Drug_ochonevzbc : (Drug_ywjavumhix,Eff_vnudhkutql) ; (Drug_nfffufcxaj,Eff_usqypcvlzw) 
Drug_aaikwedeid : (Drug_kkczyruhcc,Eff_czhbhpqqev) 
Drug_lgbfnykfix : (Drug_uffynuvita,Eff_xfgvmvoebz) ; (Drug_muqyufdjze,Eff_sagxbakcxq) 
Drug_mbcazotxqo : (Drug_nmurdsukog,Eff_xcqqavdkpi) ; (Drug_rporxmpgwc,Eff_kuxwseysdg) 
Drug_qpwgmtvwqq : (Drug_gkhjsvmfzx,Eff_zwkustmojp) 
Drug_fvfmxeunjw : (Drug_vbbqkeyjpf,Eff_pwdpluhmqi) 
Drug_fgzfevebij : (Drug_wrfxsnryse,Eff_zmsszljkfn) 
Drug_vksprqxtlk : (Drug_svpdbqrlgn,Eff_hmhjyqwzlk) 
Drug_rurquhsnpv : (Drug_bdjnmtffew,Eff_puplklclkl) 
Drug_lawyepquvm : (Drug_xtzzzqlrer,Eff_wywjqgdoyf) 
Drug_eezzqeaeje : (Drug_hskklejnix,Eff_fatrbcfrsj) 
Drug_rrrqqksawz : (Drug_thrncjvjbx,Eff_zenolssqqw) 
Drug_zltdzoherr : (Drug_xydnkqnqsy,Eff_mxblefntfb) 
Drug_fchqeqzggu : (Drug_xpirtudaxq,Eff_vboagynllc) 
Drug_edwnlxubft : (Drug_paikcfhkvx,Eff_rdeilcjkan) 
Drug_okdkevlyuo : (Drug_kpdpvucjfw,Eff_nxhsemvunq) 
Drug_meevcwslhc : (Drug_qufwrowelj,Eff_pedtkulurq) 
Drug_qjniztxaux : (Drug_juwqklvdgp,Eff_lfyiisggfz) 
Drug_cxdpzuhpue : (Drug_xmpdanjuht,Eff_daifqsvqlb) 
Drug_kaanwyemeo : (Drug_zuevzrnztv,Eff_ysxwowvhip) 
Drug_hsbyaxxuvx : (Drug_enjhkluedp,Eff_bnbhuqphsp) 
Drug_brkupfdzzk : (Drug_okkeandxzx,Eff_xccszrdjzt) 
Drug_yumwqtaizd : (Drug_miotqxtvvh,Eff_zejicrwxel) 
Drug_hzxsfaveee : (Drug_ytmwsibcgf,Eff_ifdtfhzkwf) 
Drug_dqffttpsrh : (Drug_zoixsprvlk,Eff_pdgoaomckx) 
Drug_twsvuusyqt : (Drug_dwxgvaookv,Eff_kqleeynjdq) 
Drug_dlxmorrqer : (Drug_bjeehcdrdy,Eff_nsxxptfoix) 
Drug_preumuqgnt : (Drug_cmiacpdesn,Eff_jqpprfqart) 
Drug_uaraqcxenv : (Drug_lvvgpuptct,Eff_zkhzpwlzvu) 
Drug_mvbemgruyg : (Drug_zqglvkujpm,Eff_exudkkpfuv) 
Drug_mjwotzxbsj : (Drug_tfuahdnfez,Eff_lxfgngcxjh) 
Drug_buyyngaqsp : (Drug_dwxiwrlujs,Eff_tvnqwtprju) 
Drug_fqfmglhvsp : (Drug_doaqgsfpqt,Eff_uriblxcfwk) 
Drug_dgivbsdwko : (Drug_zstofiongm,Eff_bhotoorxmc) 
Drug_stlbhhiitp : (Drug_bpizwcvkqo,Eff_twyvknkgsw) 
Drug_mgpxhxucpo : (Drug_jjnmsrjqhg,Eff_fsfvsnidol) 
Drug_mmsqeuudhc : (Drug_fhvetrqlto,Eff_vrntwnrdzx) 
Drug_mtaddpdzcr : (Drug_vttpaewpfm,Eff_rsewninnxq) 
Drug_qkbgutpuwh : (Drug_ksheyrueia,Eff_mhqugntrov) 
Drug_mwhhbxlxuy : (Drug_lndxunexcb,Eff_udabyhxott) 
Drug_olyjmjurxt : (Drug_fkiyhjxroq,Eff_seaxjvnmik) 
Drug_lrdcqdcrpu : (Drug_pcqjoknlil,Eff_xyxmpoieof) 
Drug_gksifsltgb : (Drug_gbcdngimgf,Eff_jtclplimja) 
Drug_kfkdpjsnrd : (Drug_okbirusqyb,Eff_fcewdapfhd) 
Drug_qlhyzternt : (Drug_umzmwotkdw,Eff_jlmkewqftg) 
Drug_nzolglknxk : (Drug_cvzrsstngr,Eff_zwytemslvd) 
Drug_eljxxinvdx : (Drug_tmjsssuulb,Eff_ufljtovsce) 
Drug_bgpgzzgzxk : (Drug_ibvunqpmby,Eff_wjocqdxsrt) 
Drug_ytnzkpktwa : (Drug_slyxunybgv,Eff_edjxjjvwrl) 
Drug_rpkfuohtud : (Drug_dxqjlqnzpm,Eff_hdnjmuonlr) 
Drug_clbfmhtveb : (Drug_etshlkmlqb,Eff_wocofxcoqd) 
Drug_zkllikdrcw : (Drug_lywgxfyilw,Eff_ntowuonrjm) 
Drug_xlqtbhvcfs : (Drug_tkwaiuanrk,Eff_jjejcbuzbk) ; (Drug_qikwpgcswe,Eff_lhbgihpass) 
Drug_zarsnilcmu : (Drug_jxxzakvhki,Eff_viotqwfbse) 
Drug_niplewwsvm : (Drug_sebhnizmhd,Eff_ekanpantzg) 
Drug_hhkflixula : (Drug_pcsxuqlsaz,Eff_syjywbsegi) ; (Drug_rwjmqpwaxp,Eff_jybhypanoc) 
Drug_qvsnhmkeuf : (Drug_ujtavnbded,Eff_lefjanscvo) 
Drug_cdqwrpbtgf : (Drug_eugquyksnk,Eff_ttvozpjtxo) 
Drug_qptblixkaj : (Drug_ghrjjbzwug,Eff_bpgkkbezqz) 
Drug_ktccvnwshy : (Drug_shshaoasbj,Eff_sgmnbojmjs) 
Drug_paejndlwmz : (Drug_qddaikcdev,Eff_kbwooudbxw) 
Drug_rrbacvybjc : (Drug_pwiqugzbbg,Eff_yrzvocymus) 
Drug_pkpgyvgpkp : (Drug_npecmrnhbq,Eff_jkopuyuhmt) 
Drug_kbeobjckuu : (Drug_nieuydsbeb,Eff_ejqxieftii) 
Drug_ohbbttiegq : (Drug_frtlmyaixx,Eff_olkacqaqur) 
Drug_tuostnhxdt : (Drug_rylmoipvsw,Eff_poazahaegw) 
Drug_xtyjjidfkx : (Drug_vaaatpjlml,Eff_augmvbgbnb) 
Drug_pytnagvabl : (Drug_mcgrafmkcw,Eff_ovlbrvvnrg) 
Drug_eubqrxuqsf : (Drug_jwijfjpgvv,Eff_tkhwqyysmb) 
Drug_mefqeqbwjy : (Drug_uozxlvscnx,Eff_rjfansqvji) 
Drug_yebtyxayfv : (Drug_njnqrujkqc,Eff_xppoqfxpla) 
Drug_fpnwzjrbrl : (Drug_dbmrbiaszg,Eff_nbpqyekomq) 
Drug_eiehcddffp : (Drug_gxehxjkhpn,Eff_nfriaolxfr) 
Drug_xqbrvqyrql : (Drug_lybpcacbxh,Eff_ndmrfnzrrt) 
Drug_zmxphsaicd : (Drug_gigbpmojlm,Eff_usptrvcaee) 
Drug_xekbbrpjfq : (Drug_sxpgkfyacg,Eff_wrvfcptqzk) ; (Drug_jxqgapjren,Eff_ujnqstcwro) 
Drug_mpzkjenchj : (Drug_bvmwjxetux,Eff_oxkzdduiqc) 
Drug_udumwubogm : (Drug_kpbzsssrlv,Eff_wwrhosxefg) 
Drug_hvlyctyqgp : (Drug_emhoyzwsou,Eff_akfplvonhc) 
Drug_jtrkewbyxk : (Drug_nrvxpfdlwf,Eff_zgqhrbkocg) 
Drug_zubgrbhrcu : (Drug_vytiulmdfi,Eff_kslbmjbbcb) 
Drug_bolagehzov : (Drug_uyfvsbwrli,Eff_dvcydnmsjl) ; (Drug_bpmvnzrnkw,Eff_pqzxixkije) 
Drug_bvdzmjiqgb : (Drug_hvbrbuahpu,Eff_szvvtkcxsu) ; (Drug_mnlngoymor,Eff_eakmqboxul) 
Drug_ciqnwnaoee : (Drug_hxwthwehym,Eff_uuotgppgxk) 
Drug_dwecdzhsng : (Drug_firfrrlanj,Eff_hlqjbdhalb) 
Drug_mknyncqjfp : (Drug_mcyuufndlw,Eff_savkqhxpxa) 
Drug_qqwaasrmkx : (Drug_ygryirmoez,Eff_pedlbwvqrk) ; (Drug_bsdsfltrfl,Eff_zlglzyuzro) ; (Drug_lbitsxnmmv,Eff_grfdunafvc) 
Drug_igyproddbg : (Drug_fkqrvtxlzo,Eff_yyjmfeqbrv) ; (Drug_auchqdzqkv,Eff_tmydrnbeop) ; (Drug_vvjwqqcsej,Eff_dnivpfdvln) 
Drug_rbsuxdyfuk : (Drug_kaphovxhmv,Eff_aksjmhlhmj) 
Drug_bzwyxxuokk : (Drug_gywoxgoykw,Eff_ufkxpipqia) 
Drug_eahnilzbcx : (Drug_mzenzyeqxl,Eff_mporzcmodt) 
Drug_xsgjasseta : (Drug_suckpbciiu,Eff_uzpqdtgzpa) 
Drug_rssjcukxso : (Drug_nwticlpzkr,Eff_isilygfpve) 
Drug_zyeujhrfru : (Drug_oxyuayndla,Eff_vwvlldhehv) 
Drug_vjsewupyke : (Drug_tgobwfuhng,Eff_uenenxzrjh) 
Drug_zffdiovseh : (Drug_phxmlmpquz,Eff_wagoqjnign) 
Drug_qukbstgpot : (Drug_oosevaokfi,Eff_zaevyuyxyl) 
Drug_etncddbail : (Drug_huofekfyym,Eff_jvvqpfqwsb) 
Drug_yabgsvptha : (Drug_arqkbquepr,Eff_wxkvatmunf) 
Drug_yiqkyjkyfr : (Drug_xdjqycxfut,Eff_nvyfihbzgq) 
Drug_seeemthzrj : (Drug_ifxfbmkivx,Eff_bepfrkvwoo) 
Drug_hixegmhdks : (Drug_yiixzieiff,Eff_wlbqdbzsdd) 
Drug_pvzmjhmbdl : (Drug_zkqgxadrmu,Eff_mvksnjidnl) 
Drug_qtoeuwjgbs : (Drug_gfpubohamw,Eff_okflrmoueq) 
Drug_lwbarxgadc : (Drug_nadwgsbidq,Eff_yjggwjfezk) 
